ID,sample,int_date,lang,version,form,llitext1,q1,eminuse,intmob,intfreq,device1a,smart1,snsint2,acct1a,acct1b,acct1c,acct1d,acct2,acct3a,acct3b,acct3c,acct3d,acct3e,acct3f,acct3g,secur1,secur2a,secur2b,secur2c,secur2d,secur2e,secur2f,secur2g,habits1a,habits1b,habits1c,habits1d,habits1e,habits1f,habits2,habits3,habits4a,habits4b,habits4c,habits5,habits6,habits7,habits8,habits9,habits10,habits11,habits12,wifi1,wifi2a,wifi2b,wifi2c,wifi2d,policy1,policy2a,policy2b,policy3,policy4,policy5,policy6a,policy6b,policy6c,policy6d,policy6e,sex,age,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,marital,par,emplnw3,party,partyln,ideo,inc,hh1,hh3,ql1a,qc1,habits1fos,habits9os,raceos,usr,cregion,state,density,race3m1orig,race3m2orig,race3m3orig,race3m4orig,origraceos,i_usernw2,SmartPhone,racecmb,racethn,racethn2,racethn3,hhcell,genage2016,child,partysum,partyideo,habits1cnt,iphoneuse,hphoneuse,recage,receduc,adults,ll,cp,weight,standwt
100902,1,42416,1,1,2,2,2,1,2,4,1,1,2,1,2,2,2,1,2,2,2, ,4,2,3,2,2,2,1,2, ,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2, ,2, ,3,2,1,2, , , , ,1,2,2,3,3,3,2,2,1,2,2,2,63,6,2,1, , , , ,1,2,1,1, ,3,98,2,2, , , , , ,U,2,39,5,1, , , , ,1,1,1,1,1,1,1,4,0,1,2,2,2,2,5,3,2,1,1,1.441176471,0.503244624
100912,1,42416,1,1,1,1,2,1,2,4,1,2,1,2,2,2,2,1,3,3,3,2,1,1,3,3,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2, , , , , ,2, , , , ,2,2,2,3,2,2,3,3,1,3,3,2,61,3,2,1, , , , ,1,2,1,2, ,4,5,2,2, , , , , ,S,1,36,3,1, , , , ,1,2,1,1,1,1,1,3,0,2,5,3,2,2,5,1,2,1,1,3.382352941,1.181084322
100921,1,42416,1,1,1,2,1,1,1,3,1,1,2,1,1,2,1,1,1,8,2, ,4,1,1,3,2,1,1,2, ,2,2,1,2,1,2,2,2,3,2,2,2,2,2,2, ,2, ,1,1,8,2, , , , ,1,1,1,4,4,2,3,2,2,3,1,1,70,8,2,1, , , , ,3,2,2,1, ,9,9,1, , , , , , ,U,1,36,5,1, , , , ,1,1,1,1,1,1,1,4,0,1,9,2,2,2,6,3,1,1,1,1.323529412,0.46216343
100931,1,42416,1,1,2,2,1,2,2, ,2, , , , , , , , , , , ,4,3,4,2,1,1,1, , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3,2,2,2,3,2,2,3,8,2,66,3,2,2, , , , ,1,2,3,2, ,3,99,99,99,2, , , , ,S,3,51,4,2, , , , ,0,3,2,2,2,2,0,4,99,2,4, ,1,1,6,1,2,1,0,5.911764706,2.064329989
100943,1,42416,1,1,2,1,1,1,1,2,2, ,1,1,1,1,1,2, , ,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2, ,2,1,2,2,1,1,2, , , , , ,2, , , , ,2,1,1,2,2,3,1,2,1,3,1,1,53,4,2,1, , , , ,1,1,1,2, ,3,8,4,3,1, , , , ,S,4,53,3,1, , , , ,1,3,1,1,1,1,1,3,1,2,4,1,1,2,4,2,3,1,0,5.911764706,2.064329989
100949,1,42416,1,1,2,1,2,1,1,3,1,1,2,1,2,2,2,1,4,4,4, ,4,4,4,2,1,1,2,2, ,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2, ,1,2,1,1,2,1,2,2, ,1,1,2,2,2,2,3,3,3,3,3,2,1,72,6,2,1, , , , ,1,2,2,3,8,3,9,2,2, , , , , ,S,3,45,3,1, , , , ,1,1,1,1,1,1,1,5,0,9,3,2,2,2,6,3,2,1,1,1.264705882,0.441622834
100965,1,42416,1,1,2,2,2,1,2,1,1,1,2,1,2,2,1,1,4,4,1, ,4,1,3,3,2,2,1,2, ,2,1,2,1,2,1,2,2,2,1,1,2,2,2,1, ,2, ,4,3,2,2, , , , ,2,2,1,2,2,2,2,2,1,2,2,2,77,8,2,1, , , , ,1,1,1,1, ,2,9,3,2, , , , , ,U,3,48,5,1, , , , ,1,1,1,1,1,1,1,5,1,1,1,2,2,2,6,3,2,1,1,1.294117647,0.451893132
100971,1,42716,1,1,2,2,2,1,1,4,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,4,3,3,3,3,3,3,1,3,3,2,50,3,2,2, , , , ,3,2,1,2, ,4,6,1, , , , , , ,U,1,36,5,2, , , , ,1,1,2,2,2,2,1,2,0,2,5,1,2,2,4,1,1,1,1,4.176470588,1.458382381
100972,1,42716,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,4,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,2, ,2,1,2,2, , , , ,1,8,3,8,4,2,3,3,3,3,3,2,31,2,2,1, , , , ,1,1,3,2, ,3,6,4,2, , , , , ,U,3,48,1,1, , , , ,1,1,1,1,1,1,1,1,2,2,4,1,2,2,2,1,2,1,1,3.970588235,1.386490291
100977,1,50316,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,1,2,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,2,2,1,2,2,3,3,1,3,1,1,39,6,2,1, , , , ,1,1,1,3,2,3,9,4,2, , , , , ,U,3,48,3,1, , , , ,1,1,1,1,1,1,1,2,2,2,3,3,2,2,3,3,2,1,1,1.882352941,0.657299101
100979,1,42716,1,1,1,1,2,2,2, ,1,2, , , , , , ,2,2, , ,2,2,2,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,8,2,2,4,2,3,3,3,3,3,3,2,75,5,2,2, , , , ,5,2,3,2, ,3,2,2,2, , , , , ,S,3,28,1,2, , , , ,0,2,2,2,2,2,1,5,0,2,4, ,2,2,6,2,2,1,1,2.029411765,0.708650593
100980,1,42716,1,1,1,1,3,1,2,1,2, ,2,2,2,2,2,2, , ,8, ,8,1,1,3,2,2,2,2, ,2,2,2,1,2,2,8,2, ,8,2,2,2,2,2, , , , , , ,1,2,2, ,2,3,8,8,1,8,8,3,3,3,3,3,2,78,4,2,1, , , , ,3,2,3,2, ,5,2,1, , , , , , ,S,2,19,3,1, , , , ,1,3,1,1,1,1,0,5,0,2,5,1,1,1,6,2,1,1,0,3.676470588,1.283787307
100990,1,42716,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,5,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2, ,1,2,2,2,2,2,2,2, ,1,1,2,2, , , , ,1,3,3,2,2,3,3,3,3,3,3,2,24,2,1,1, , , ,1,6,1,3,3,9,3,1,3,2, , , , , ,R,2,26,2,1, , , , ,1,1,1,3,3,3,1,1,1,9,3,1,2,2,1,1,2,1,1,3.176470588,1.109192233
100999,1,42716,1,1,2,1,8,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2,3,2,1,1,2,2,1,1,2,2,2,8,2,2,3,3,1,2,3,1,99,8,2,1, , , , ,1,2,1,3,8,2,7,3,3, , , , , ,R,1,36,1,1, , , , ,1,1,1,1,1,1,1,9,0,9,3,1,2,2,9,3,3,1,1,1.470588235,0.513514923
101002,1,42716,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,4,4,3,4,3,5,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2, ,3,2,2,2, , , , ,1,2,2,3,3,2,2,1,1,3,1,2,20,5,2,1, , , , ,1,1,1,1, ,1,7,3,2, , , , , ,R,2,39,2,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,4.088235294,1.427571485
101010,1,42716,1,1,1,2,2,2,2, ,2, , , , , , , , , , , ,4,4,3,2,2,2,1, , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,4,8,2,2,3,2,3,3,2,59,8,2,1, , , , ,3,2,3,3,2,5,1,1, , , , , , ,R,1,23,1,1, , , , ,0,3,1,1,1,1,0,3,0,2,3, ,1,1,5,3,1,1,0,2.176470588,0.760002086
101011,1,42716,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,2,4,3,2,1,1,2,2,1,2,1,2,2,2,2,2, ,2,1,2,2,1,2,1,2, ,3,1,2,2, , , , ,1,1,1,4,4,4,3,2,3,3,3,2,51,4,1,7, , , ,1,1,2,3,4,8,8,6,4,4, , , , , ,U,3,47,2,7, , , , ,1,1,5,3,3,3,1,2,0,9,9,1,2,2,4,2,3,1,1,3.411764706,1.191354621
101015,1,42716,1,1,2,2,1,1,1,4,1,1,1,1,2,2,2,1,4,3,3,3,2,1,3,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,2, , , , ,1,2,2,2,1,3,1,1,1,1,1,2,58,4,2,1, , , , ,1,2,3,2, ,4,5,2,2, , , , , ,S,3,12,3,1, , , , ,1,1,1,1,1,1,1,3,0,2,5,2,2,2,5,2,2,1,1,1.794117647,0.626488206
101017,1,42716,1,1,1,1,1,1,1,3,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,4,4,2,2,2, , , , ,1,3,3,2,2,2,3,3,1,3,3,1,18,3,2,9, , , , ,6,2,2,9,9,9,98,3,3, , , , , ,S,2,27,3,9, , , , ,1,1,9,9,9,9,1,1,0,9,9,2,2,2,1,1,3,1,1,4.294117647,1.499463574
101019,1,42716,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1, ,1,1,1,3,2,2,2,2, ,2,2,2,1,2,2,2,2, ,2,2,2,2,2,2, ,2, ,2,1,2,2, , , , ,8,4,4,1,1,1,3,3,3,3,3,2,75,99,2,9, , , , ,1,2,3,9,9,9,1,2,2, , , , , ,U,2,19,3,9, , , , ,1,1,9,9,9,9,1,5,0,9,9,1,2,2,6,9,2,1,1,1.176470588,0.410811938
101021,1,42716,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,3, ,2,2,2,2,2,1,1,2, ,2,2,2,1,2,1,1,2,5,1,2,2,1,2,1, , , , , , ,1,2,2, ,2,2,2,2,2,2,3,2,3,2,2,2,1,36,8,2,1, , , , ,1,1,1,3,1,1,6,8,2, , , , , ,R,2,18,2,1, , , , ,1,2,1,1,1,1,1,2,6,1,3,3,2,2,3,3,2,1,1,1.852941176,0.647028803
101023,1,43016,1,1,1,1,1,2,1,2,1,8,2,1,2,2,2,1,2,2,2, ,2,2,5,3,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2, , , , , , ,2, , , , ,2,3,3,2,2,2,3,3,3,3,3,1,77,3,1,1, , , ,1,5,2,3,3,9,3,4,1, , , , , , ,R,4,8,1,1, , , , ,1,2,1,3,3,3,1,5,0,9,3,1,2,2,6,1,1,1,1,2.970588235,1.037300144
101024,1,42716,1,1,1,2,1,1,1,3,1,2,2,2,2,1,2,1,3,2,2, ,4,2,2,2,2,1,1,2, ,2,2,2,1,2,2,2,2, ,2,1,2,2,2,1, , , , , , ,1,2,2, ,1,1,2,2,2,2,2,3,3,1,1,1,2,70,4,2,1, , , , ,1,2,3,3,8,3,4,2,2, , , , , ,S,3,51,5,1, , , , ,1,2,1,1,1,1,1,4,0,9,3,1,2,2,6,2,2,1,1,2.117647059,0.739461489
101028,1,42716,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2, ,2,2,3,1,2,2,1,2, ,2,2,2,1,2,2,2,2, ,1,1,1,1,2,2, , , , , , ,2, , , , ,1,2,2,2,2,2,3,3,2,3,3,2,62,4,2,1, , , , ,5,2,1,1, ,2,5,1, , , , , , ,R,4,8,1,1, , , , ,1,2,1,1,1,1,1,4,0,1,1,1,2,2,5,2,1,1,1,1.088235294,0.380001043
101058,1,42716,1,1,1,2,1,2,2, ,2, , , , , , , , , , , ,1,2,2,1,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,2,4,4,3,3,3,3,3,2,72,4,2,1, , , , ,5,1,3,1, ,4,1,1, , , , , , ,S,2,26,3,1, , , , ,0,3,1,1,1,1,0,5,0,1,2, ,1,1,6,2,1,1,0,3.676470588,1.283787307
101059,1,42716,1,1,1,2,2,1,1,3,1,1,2,2,2,2,2,1,2,4,3, ,4,5,5,2,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2, ,2, ,3,2,2,2, , , , ,1,2,1,2,1,3,1,3,1,2,2,1,45,6,2,2, , , , ,6,2,1,3,2,2,6,1, , , , , , ,S,3,1,3,2, , , , ,1,1,2,2,2,2,1,2,0,2,3,1,2,2,4,3,1,1,1,1.176470588,0.410811938
101066,1,42716,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,3,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1,1,4,1,1,2,1,2,2,1,1,1,3,3,1,1,1,1,1,1,3,1,1,48,8,2,1, , , , ,1,1,1,3,2,3,8,3,2, , , , , ,R,3,37,1,1, , , , ,1,1,1,1,1,1,1,2,1,2,3,2,2,2,4,3,2,1,1,1.294117647,0.451893132
101068,1,42716,1,1,2,1,2,1,1,4,1,1,2,2,2,2,2,1,4,4,2, ,2,3,2,2,2,2,1,2, ,2,2,1,2,2,2,2,2, ,2,2,1,1,2,2, ,2, ,1,3,2,2, , , , ,2,2,3,2,2,3,3,2,1,2,2,2,60,8,2,2, , , , ,3,2,2,2, ,2,6,1, , , , , , ,S,2,17,5,2, , , , ,1,1,2,2,2,2,1,3,0,2,4,1,2,2,5,3,1,1,1,1,0.349190147
101069,1,42716,1,1,2,2,1,1,2,3,1,2,1,1,1,1,1,1,4,4,3,4,4,2,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1, , , , , ,1,1,2,1,1,1,2,2,2,3,3,3,1,2,2,3,2,78,8,2,1, , , , ,3,2,3,3,2,5,99,1, , , , , , ,U,1,42,5,1, , , , ,1,2,1,1,1,1,1,5,0,2,3,2,2,2,6,3,1,1,1,1.147058824,0.40054164
101073,1,42716,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,1,4,4,1, ,2,5,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2, ,2,2,2,2,1,2, , , , , , ,2, , , , ,1,4,3,2,1,2,1,2,1,2,2,1,61,5,2,5,1, , , ,1,2,3,3,2,5,3,2,2, , , , , ,S,2,29,1,5,1, , , ,1,2,4,4,5,5,1,3,0,2,3,1,2,2,5,2,2,1,1,2.205882353,0.770272384
101083,1,42716,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,4,4,4,2,4,4,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,4,2,1,2, , , , ,2,2,1,4,3,2,1,2,1,1,1,1,54,8,2,1, , , , ,1,2,1,1, ,3,9,4,4, , , , , ,S,1,25,3,1, , , , ,1,1,1,1,1,1,1,3,0,1,2,2,2,2,4,3,3,1,1,2.117647059,0.739461489
101084,1,42716,1,1,2,1,2,1,2,5,1,1,2,2,2,2,2,2,4,2,4, ,4,4,2,2,2,2,2,2, ,2,2,1,2,2,2,2,8, ,2,1,2,2,2,2, ,1,2,3,2,2,2, , , , ,1,2,1,4,4,4,3,3,1,3,3,1,81,5,2,1, , , , ,5,2,3,3,1,2,99,1, , , , , , ,S,3,28,2,1, , , , ,1,1,1,1,1,1,1,6,0,1,3,1,2,2,6,2,1,1,1,1.735294118,0.605947609
101086,1,42716,1,1,1,1,1,1,1,4,1,1,2,2,2,1,2,1,3,3,4, ,1,2,8,3,2,2,2,2, ,2,1,2,1,2,2,2,2, ,2,2,2,2,2,2, ,1,2,3,2,2,2, , , , ,2,3,3,2,2,3,3,3,1,8,3,2,85,8,2,1, , , , ,5,2,3,2, ,4,6,1, , , , , , ,R,4,53,3,1, , , , ,1,1,1,1,1,1,1,6,0,2,5,1,2,2,6,3,1,1,1,1,0.349190147
101100,1,50216,1,1,2,1,1,2,2, ,2, , , , , , , , , , , ,3,5,8,8,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,8,8,8,3,3,3,3,3,1,60,3,2,1, , , , ,6,2,3,1, ,9,1,1, , , , , , ,U,4,6,4,1, , , , ,0,3,1,1,1,1,0,3,0,1,9, ,1,1,5,1,1,1,0,5.911764706,2.064329989
101102,1,42716,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,2,1,2,3,2,1,1,2,2,2,2,1,2,2,2,2,2, ,1,2,2,2,2,1,2,1,3,3,1,1,1,2,2,1,1,2,2,2,1,1,2,1,3,1,3,1,2,49,8,2,1, , , , ,1,2,1,2, ,5,9,2,2, , , , , ,S,4,6,5,1, , , , ,1,1,1,1,1,1,1,2,0,2,5,1,2,2,4,3,2,1,1,2.411764706,0.842164473
101104,1,42716,1,1,2,2,2,1,2,3,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,3,2,1,1,2,2,2,2,2,1,2,2,2,2, ,1,2,2,2,2,1,2, , , , , ,2, , , , ,2,2,2,2,2,2,3,3,2,3,3,2,90,8,2,1, , , , ,5,2,3,2, ,4,6,1, , , , , , ,S,3,12,3,1, , , , ,1,2,1,1,1,1,1,6,0,2,5,1,2,2,6,3,1,1,1,1,0.349190147
101111,1,42716,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2, ,1,2,2,2,1,1,2,2, ,1,1,2,1,2,2,1,1,2,2,2,2,2,3,2,3,2,3,9,1,67,8,2,1, , , , ,1,2,3,3,1,3,7,5,3, , , , , ,U,4,6,5,1, , , , ,1,1,1,1,1,1,1,4,2,1,3,1,2,2,6,3,3,1,1,1.705882353,0.59567731
101114,1,42716,1,1,1,1,2,2,2, ,2, , , , , , , , , , , ,3,5,5,3,1,1,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,2,2,2,3,3,2,3,3,2,53,6,2,1, , , , ,4,2,3,3,2,4,4,2,2,2, , , , ,S,2,18,2,1, , , , ,0,3,1,1,1,1,0,3,0,2,3, ,1,1,4,3,2,1,0,5.911764706,2.064329989
101115,1,42716,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,5,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2, ,8,1,2,1,1,1,2,2, ,3,2,8,1,2,2,1,1,2,2,2,3,3,1,3,3,1,3,1,2,48,5,2,1, , , , ,1,1,1,1, ,2,9,5,3, , , , , ,S,3,48,2,1, , , , ,1,1,1,1,1,1,1,2,2,1,1,1,2,2,4,2,3,1,1,3.352941176,1.170814024
101116,1,42716,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,4,4,4,4,4,4,4,2,2,2,1,1,1,2,2,1,2,2,2,2,2, ,2,1,1,2,2,2,2,1,4,1,1,1,1,2,2,1,2,1,2,2,3,2,2,3,3,1,3,3,2,39,3,2,1, , , , ,1,1,1,3,8,3,7,3,2, , , , , ,R,3,47,1,1, , , , ,1,1,1,1,1,1,1,2,1,9,3,1,2,2,3,1,2,1,1,3.794117647,1.324868501
101128,1,43016,1,1,1,1,2,1,2,3,2, ,2,2,2,2,2,2, , ,2, ,4,5,1,2,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2, , , , , , ,2, , , , ,2,2,2,8,8,8,3,2,1,3,3,1,60,6,2,1, , , , ,1,2,3,1, ,1,5,2,2,2, , , , ,S,4,8,2,1, , , , ,1,3,1,1,1,1,0,3,0,1,1,1,1,1,5,3,2,1,0,3.264705882,1.140003128
101139,1,43016,1,1,1,1,8,1,1,2,1,1,1,1,2,2,1,1,2,2,2,3,8,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,1,2,2,2,2,2,2,1,4,2,2,2,2, , , , ,2,3,2,2,1,1,3,1,3,1,1,2,42,8,2,2, , , , ,6,2,1,2, ,2,6,2,2, , , , , ,U,2,18,4,2, , , , ,1,1,2,2,2,2,1,2,0,2,4,1,2,2,3,3,2,1,1,2.735294118,0.955137756
101144,1,43016,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,9,4,3, ,4,3,2,2,2,1,1,2, ,2,2,1,9,2,2,2,1,1,2,2,1,2,2,1, ,1,4,3,2,1,2, , , , ,1,9,9,2,2,3,3,3,2,2,9,2,70,6,2,1, , , , ,1,2,3,1, ,9,5,99,99, , ,I HAVE IT CODED, , ,S,4,6,5,1, , , , ,1,1,1,1,1,1,1,4,99,1,9,2,2,2,6,3,2,1,1,1.294117647,0.451893132
101150,1,43016,1,1,1,2,1,2,2, ,1,2, , , , , , ,2,4, , ,4,4,2,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,2,2,2,3,3,1,3,3,2,60,3,2,1, , , , ,5,2,1,3,8,2,99,4,3, , , , , ,S,2,18,2,1, , , , ,0,2,1,1,1,1,1,3,1,9,3, ,2,2,5,1,3,1,1,3.147058824,1.098921935
101151,1,43016,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,4,3,2,4,2,2,4,3,2,1,1,2,2,2,2,2,1,2,2,2,2, ,2,1,2,2,2,1,2,2, ,3,2,1,1,2,2,2,1,2,2,2,3,2,3,3,2,1,2,2,1,70,8,2,1, , , , ,1,2,3,2, ,3,9,2,2, , , , , ,S,2,27,3,1, , , , ,1,1,1,1,1,1,1,4,0,2,4,1,2,2,6,3,2,1,1,1.352941176,0.472433729
101154,1,43016,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,3,1,2,2,3,3,2,1,3,1,1,50,8,2,1, , , , ,1,1,1,3,2,5,9,3,1, , , , , ,S,4,6,3,1, , , , ,1,1,1,1,1,1,1,2,2,2,3,2,2,2,4,3,1,1,1,1.088235294,0.380001043
101157,1,43016,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2, ,1,1,3,2,1,1,1,2, ,2,1,1,2,2,1,2,2,1,1,2,1,1,1,2, ,1,1,1,2,2,2, , , , ,2,1,2,2,1,2,3,3,1,3,1,1,57,8,2,1, , , , ,1,2,1,1, ,1,9,2,2, , , , , ,R,3,48,2,1, , , , ,1,1,1,1,1,1,1,3,0,1,1,2,2,2,5,3,2,1,1,1,0.349190147
101158,1,43016,1,1,1,1,3,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2, ,2,2,2,2,2,1,2,2, ,1,1,2,1,2,2,2,1,1,3,3,1,1,1,2,3,1,3,1,1,18,2,1,1, , , ,1,6,2,3,1, ,2,1,6,5, , , , , ,U,4,6,1,1, , , , ,1,1,1,3,3,3,1,1,1,1,1,1,2,2,1,1,3,1,1,4.058823529,1.417301187
101161,1,43016,1,1,2,2,2,2,2, ,1,2, , , , , , ,4,2, , ,2,2,2,2,2,1,1, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,3,3,3,3,3,2,3,3,2,77,2,2,1, , , , ,5,2,3,3,9,3,2,1, , , , , , ,S,3,1,2,1, , , , ,0,2,1,1,1,1,1,5,0,9,3, ,2,2,6,1,1,1,1,1.823529412,0.636758504
101164,1,43016,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,3,3,3,3,3,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,1,1,2,4,2,2,2, , , , ,2,2,2,2,2,3,1,2,1,2,3,2,66,6,2,1, , , , ,1,2,3,3,2,5,8,2,2, , , , , ,S,4,41,3,1, , , , ,1,1,1,1,1,1,1,4,0,2,3,3,2,2,6,3,2,1,1,1.058823529,0.369730744
101169,1,50216,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1, ,1,1,1,3,2,2,1,2, ,2,2,1,2,2,2,2,2, ,9,2,2,9,2,9, ,1,9,1,1,2,2, , , , ,2,8,8,1,1,8,3,3,3,3,3,1,75,8,1,1, , , ,3,2,2,1,2, ,4,8,2,2, , , , , ,U,3,12,3,1, , , , ,1,1,1,3,4,3,1,5,0,2,5,1,2,2,6,3,2,1,1,1.088235294,0.380001043
101172,1,50216,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,1,3,8,3,4,3,3,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2, ,4,3,2,1,2,2,1,2,2,2,2,3,3,4,3,3,1,3,3,2,55,8,2,1, , , , ,1,2,1,1, ,2,8,4,4, , , , , ,S,3,12,4,1, , , , ,1,1,1,1,1,1,1,3,0,1,1,4,2,2,5,3,3,1,1,1.352941176,0.472433729
101188,1,50216,1,1,2,1,2,1,2,5,1,2,1,1,2,2,2,1,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2, , , , , ,2, , , , ,2,1,1,2,3,4,3,1,1,2,2,2,57,4,2,1, , , , ,3,2,1,3,8,4,4,2,2, , , , , ,U,4,6,1,1, , , , ,1,2,1,1,1,1,1,3,0,9,3,2,2,2,5,2,2,1,1,1.5,0.523785221
101190,1,50216,1,1,2,1,2,1,2,3,1,8,2,2,2,2,2,1,4,4,4, ,4,4,4,2,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2, , , , , , ,2, , , , ,3,2,1,3,2,3,3,3,1,3,3,2,63,3,2,1, , , , ,1,2,3,2, ,9,3,2,2, , , , , ,S,4,6,2,1, , , , ,1,2,1,1,1,1,1,4,0,2,9,1,2,2,5,1,2,1,1,2.5,0.872975369
101191,1,50216,1,1,1,1,2,1,2,3,1,2,2,2,2,2,2,1,1,8,2, ,2,5,2,2,2,1,1,2, ,2,1,2,1,2,2,2,2, ,1,1,2,2,1,2, , , , , , ,2, , , , ,1,3,1,2,3,4,3,3,2,3,3,1,49,3,2,1, , , , ,3,2,1,2, ,4,7,3,3, , , , , ,S,3,24,3,1, , , , ,1,2,1,1,1,1,1,2,0,2,5,1,2,2,4,1,3,1,1,3.705882353,1.294057605
101200,1,50216,1,1,2,2,3,1,2,2,1,2,1,1,1,2,2,1,3,3,3,3,3,2,3,2,1,1,2,1,1,2,2,2,1,2,2,2,2, ,2,1,1,2,1,1,2, , , , , ,2, , , , ,1,1,2,3,3,2,3,3,2,3,3,1,80,5,2,1, , , , ,5,2,3,3,1,3,99,1, , , , , , ,R,3,28,1,1, , , , ,1,2,1,1,1,1,1,6,0,1,3,1,2,2,6,2,1,1,1,1.617647059,0.564866415
