user_tweet_id	user	user_id	tweet_id	text	hashtags	tweet_date	user_start	followers_count	friends	total_tweets	location	timezone	sarcasm	sarcastic	irony	ironic	happy	sad	seriously	num_ht
105595400_289959296391860224	Guufkat	105595400	289959296391860224	@MadeNMinnesota angry? Get 	['happy']	Sat Jan 12 04:57:38 +0000 2013	Sat Jan 16 21:23:34 +0000 2010	58	103	999		Mountain Time (US & Canada)	0	0	0	0	1	0	0	1
35923228_339279527144464384	SummoPlex	35923228	339279527144464384	chilling at home. after cleaning all day. Life is good. 	['happy']	Tue May 28 07:18:37 +0000 2013	Tue Apr 28 00:29:35 +0000 2009	246	428	4107	Everywhere	Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
17901667_21493783656	cmackie1	17901667	21493783656	Had an amazing evening last night with you - you are amazing :) 	['happy']	Wed Aug 18 14:19:51 +0000 2010	Fri Dec 05 16:57:34 +0000 2008	188	308	3455	London, Ontario	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
233445928_373349840518131712	Junioru_eu	233445928	373349840518131712	Ne-am jucat de-a ascunselea prea mult. Eu te-am căutat: acum, căuta-mă tu! 	['happy']	Fri Aug 30 07:41:53 +0000 2013	Mon Jan 03 07:18:58 +0000 2011	210	28	4169	Moldova	Bucharest	0	0	0	0	1	0	0	1
233445928_331541760138432514	Junioru_eu	233445928	331541760138432514	Părinţi de aur... Când îţi lasă o sticlă de apă ştiind că vei veni cherchelit. :) 	['happy']	Mon May 06 22:51:30 +0000 2013	Mon Jan 03 07:18:58 +0000 2011	210	28	4169	Moldova	Bucharest	0	0	0	0	1	0	0	1
233445928_304850318825496577	Junioru_eu	233445928	304850318825496577	9:10 - still 	['happy']	Fri Feb 22 07:09:14 +0000 2013	Mon Jan 03 07:18:58 +0000 2011	210	28	4169	Moldova	Bucharest	0	0	0	0	1	0	0	1
20155203_441473490189680640	thesweetlily	20155203	441473490189680640	All becomes better when you talk to long lost BFF 	['happy']	Thu Mar 06 07:20:56 +0000 2014	Thu Feb 05 15:12:42 +0000 2009	218	1120	2100	Los Angeles, CA	Alaska	0	0	0	0	1	0	0	1
39891298_105310148192509952	JsonOTF	39891298	105310148192509952	On my way to starved rock w/ my @gbgsmusic boys. Gunna be a fun day! 	['happy']	Sun Aug 21 16:07:50 +0000 2011	Thu May 14 01:16:31 +0000 2009	130	332	855	Chicago	Central Time (US & Canada)	0	0	0	0	1	0	0	1
77316752_224832382115647488	CodyHouse	77316752	224832382115647488	Happy One Year Anniversary to my Beautiful Wife @SarahBethHouse! Hard to believe it's already been a year. 	['Happy']	Mon Jul 16 11:46:31 +0000 2012	Fri Sep 25 21:34:56 +0000 2009	170	374	689	Washington, D.C.	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
20353511_719362225178337280	libertadgreen	20353511	719362225178337280	I had a full and productive day.  	['happy']	Mon Apr 11 03:11:34 +0000 2016	Sun Feb 08 06:21:28 +0000 2009	3196	4969	8927	Virginia, USA	Central Time (US & Canada)	0	0	0	0	1	0	0	1
51161595_591403942958878720	wjgibbs	51161595	591403942958878720	Well hell.... 5 Scientific Reasons Your Idea of Happiness Is Wrong  	['happy']	Fri Apr 24 00:51:02 +0000 2015	Fri Jun 26 18:13:17 +0000 2009	721	1870	1517	Mantua, UT	America/Boise	0	0	0	0	1	0	0	1
2797818883_578813096963215360	disruptandlearn	2797818883	578813096963215360	It's International Day of Happiness today. Make someone you wouldn't normally interact with smile and spread some joy :) 	['happy']	Fri Mar 20 06:59:30 +0000 2015	Mon Sep 08 12:00:56 +0000 2014	1438	1342	1740	Barcelona, Spain		0	0	0	0	1	0	0	1
522878659_267146647610478593	ryantothesmith	522878659	267146647610478593		['Happy']	Sat Nov 10 06:08:18 +0000 2012	Tue Mar 13 04:28:34 +0000 2012	527	3227	634	Texas, USA	Central Time (US & Canada)	0	0	0	0	1	0	0	1
16504415_264966274893889537	abide_the_dude	16504415	264966274893889537	Broncos lose. 	['happy']	Sun Nov 04 05:44:17 +0000 2012	Sun Sep 28 23:37:55 +0000 2008	620	1935	7282	iPhone: 43.676010,-116.275558	Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
325830949_147730749502668800	Dorian_DieselDQ	325830949	147730749502668800	Last day 	['happy']	Fri Dec 16 17:32:10 +0000 2011	Tue Jun 28 23:09:19 +0000 2011	159	596	1292			0	0	0	0	1	0	0	1
866787391_643529767032123393	MadHatGaming	866787391	643529767032123393	Hey guys Thanks so much for 300 followers  	['happy']	Mon Sep 14 21:00:27 +0000 2015	Sun Oct 07 18:53:41 +0000 2012	393	563	1055	Ireland	Dublin	0	0	0	0	1	0	0	1
322392460_399866670782504960	andreavegaaa	322392460	399866670782504960		['happy']	Mon Nov 11 11:50:18 +0000 2013	Thu Jun 23 03:09:31 +0000 2011	144	289	1269	Bloomington, IN	Beijing	0	0	0	0	1	0	0	1
35558340_61637778353557504	Royevans7	35558340	61637778353557504	hanging with my little sister since shes home from school.  	['happy']	Sat Apr 23 03:49:26 +0000 2011	Sun Apr 26 20:38:15 +0000 2009	93	250	1401	ÜT: 41.038833,-81.74051	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
805758235_510891557936197633	leighrountree1	805758235	510891557936197633	Explaining to my daughter why I named the thief in my quest Jack Dodger turned into a Charles Dickens lesson. 	['happy']	Sat Sep 13 20:43:33 +0000 2014	Thu Sep 06 01:04:57 +0000 2012	212	883	315	Austin, TX	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
1703455352_789489376296263680	yoyoitsmark	1703455352	789489376296263680	Haven't tweeted in a while, but damn, I just wanted to say I'm happy @chrisdelia made it out the ice cream and cookies game... 	['happy']	Fri Oct 21 15:31:49 +0000 2016	Tue Aug 27 01:48:50 +0000 2013	61	166	157	Phoenix, AZ	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
798823364_264803307653038081	Nat_koz	798823364	264803307653038081	Room is invaded...again. 	['happy']	Sat Nov 03 18:56:43 +0000 2012	Sun Sep 02 18:42:56 +0000 2012	283	264	1429	Lansing, MI	Atlantic Time (Canada)	0	0	0	0	1	0	0	1
798823364_261179426782457856	Nat_koz	798823364	261179426782457856	@Mac_cap10 supposed to be 48 and rainy on Saturday. 	['happy']	Wed Oct 24 18:56:42 +0000 2012	Sun Sep 02 18:42:56 +0000 2012	283	264	1429	Lansing, MI	Atlantic Time (Canada)	0	0	0	0	1	0	0	1
190325509_686748935034155009	kikithenut	190325509	686748935034155009	It's good to know what transports you to your happy place. Sour gummi worms usually do the trick. So do fluffy bathrobes. I have both 	['happy']	Tue Jan 12 03:17:59 +0000 2016	Mon Sep 13 17:27:33 +0000 2010	168	295	2323	Raleigh, NC	Quito	0	0	0	0	1	0	0	1
135933470_354304461352611841	JakeARay	135933470	354304461352611841	Feeling complete again with @heathersuesue 's hair-tie back on my wrist. 	['happy']	Mon Jul 08 18:22:20 +0000 2013	Thu Apr 22 15:43:02 +0000 2010	161	302	1623	South Whitley, IN	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
107088742_159073873286017024	CollGrande	107088742	159073873286017024	Anyone else notice that Grey's Anatomy used Beethoven's Third Symphony last week?! 	['Happy']	Tue Jan 17 00:45:41 +0000 2012	Thu Jan 21 14:33:31 +0000 2010	213	358	2838	Boston, MA	Central Time (US & Canada)	0	0	0	0	1	0	0	1
82736972_214141822379888640	Sonresa15	82736972	214141822379888640	off to babysit, which is fun and I make money so, 	['happy']	Sat Jun 16 23:46:03 +0000 2012	Thu Oct 15 23:00:48 +0000 2009	48	183	4529	..vegas..how exciting.	Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
26418688_375609440621174784	LucyJHopkins	26418688	375609440621174784	Already finished my first Uni class lol 	['happy']	Thu Sep 05 13:20:43 +0000 2013	Wed Mar 25 03:27:27 +0000 2009	203	331	2815	Hamilton, Ontario	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
26418688_363699935851450369	LucyJHopkins	26418688	363699935851450369	Getting out of work half an hour early makes all the difference on such a beautiful day.  	['happy']	Sat Aug 03 16:36:36 +0000 2013	Wed Mar 25 03:27:27 +0000 2009	203	331	2815	Hamilton, Ontario	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
303214221_212618056952856578	carlycott	303214221	212618056952856578	jobs on jobs on jobs 	['happy']	Tue Jun 12 18:51:09 +0000 2012	Sun May 22 13:55:25 +0000 2011	459	455	2618	Manhattan, NY	Atlantic Time (Canada)	0	0	0	0	1	0	0	1
492464669_522781247492595713	alexamariekelly	492464669	522781247492595713	bendy straws make me irrationally 	['happy']	Thu Oct 16 16:08:56 +0000 2014	Tue Feb 14 19:08:41 +0000 2012	196	598	649	Washington, DC	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
490063125_210574858814365697	PatelShikha	490063125	210574858814365697	At least celtics did a good job! Since I'm going to Boston might go to there game! 	['happy']	Thu Jun 07 03:32:13 +0000 2012	Sun Feb 12 05:39:50 +0000 2012	79	477	335			0	0	0	0	1	0	0	1
1929085718_635662578862067712	Delvalle2Kelly	1929085718	635662578862067712	Catching up to all the teen wolf episodes  	['happy']	Mon Aug 24 03:59:03 +0000 2015	Thu Oct 03 02:59:58 +0000 2013	668	1845	3603	NYC		0	0	0	0	1	0	0	1
557777106_510379799848943617	georgiatai	557777106	510379799848943617	life w/out braces is so much fun... 	['happy']	Fri Sep 12 10:50:01 +0000 2014	Thu Apr 19 13:01:10 +0000 2012	82	73	2250	Greece	Athens	0	0	0	0	1	0	0	1
557777106_421291614862974976	georgiatai	557777106	421291614862974976	My TO/TVD feels are keeping me away from my french class.Gongrats @iansomerhalder @ninadobrev and @JosephMorgan for making us proud 	['happy']	Thu Jan 09 14:45:22 +0000 2014	Thu Apr 19 13:01:10 +0000 2012	82	73	2250	Greece	Athens	0	0	0	0	1	0	0	1
64024991_675319475365875713	rmkarr	64024991	675319475365875713	So nice to feel spoiled. 	['happy']	Fri Dec 11 14:21:24 +0000 2015	Sat Aug 08 19:28:07 +0000 2009	70	387	4199	Bloomington, IL	Central Time (US & Canada)	0	0	0	0	1	0	0	1
881138756_545786587465125888	staciexo89	881138756	545786587465125888	I love watching chick flicks with the fam! 	['happy']	Fri Dec 19 03:43:57 +0000 2014	Sun Oct 14 22:54:16 +0000 2012	88	348	3422		Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
4660968256_692867555795415044	Aps_AntonioJ	4660968256	692867555795415044	Loving another day as a son of God #ChildofGod#Blessed and 	['Happy']	Fri Jan 29 00:31:12 +0000 2016	Thu Dec 31 04:25:47 +0000 2015	614	4990	1208	Delaware, USA		0	0	0	0	1	0	0	1
1192107637_678668763051352064	Nahoj1998	1192107637	678668763051352064	My 2016 new years resolution is to make it a year of happiness  	['Happy']	Sun Dec 20 20:10:16 +0000 2015	Mon Feb 18 05:10:15 +0000 2013	422	1784	1396	New Zealand	Wellington	0	0	0	0	1	0	0	1
1192107637_677569708346839040	Nahoj1998	1192107637	677569708346839040	@joshua_pieters what's more to xmas when you get a present of getting your tweet liked and noticed by the man himself!  	['Happy']	Thu Dec 17 19:23:01 +0000 2015	Mon Feb 18 05:10:15 +0000 2013	422	1784	1396	New Zealand	Wellington	0	0	0	0	1	0	0	1
1192107637_578469112105447427	Nahoj1998	1192107637	578469112105447427	Just broke my goal of 40 likes on a dp on facebook :) 	['happy']	Thu Mar 19 08:12:38 +0000 2015	Mon Feb 18 05:10:15 +0000 2013	422	1784	1396	New Zealand	Wellington	0	0	0	0	1	0	0	1
1192107637_550229513863725057	Nahoj1998	1192107637	550229513863725057	2015 is going to be my year of happiness 	['happy']	Wed Dec 31 09:58:33 +0000 2014	Mon Feb 18 05:10:15 +0000 2013	422	1784	1396	New Zealand	Wellington	0	0	0	0	1	0	0	1
15233854_842452015796125696	abelmartin	15233854	842452015796125696	If you use @SlackHQ, you've got to check out ()Quick switcher(). It's ⌘k on Mac.  Dunno what it is on Win/Linux, but find it and use it 	['happy']	Thu Mar 16 19:06:27 +0000 2017	Wed Jun 25 17:15:58 +0000 2008	520	549	7384	Washington, DC	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
1284521060_601516296182706176	shane2uall	1284521060	601516296182706176	@frankmusik I am loving ()This()  	['happy']	Thu May 21 22:33:55 +0000 2015	Wed Mar 20 23:12:57 +0000 2013	408	2366	1197	Kansas City		0	0	0	0	1	0	0	1
335866450_236628616081969153	vanecontumelias	335866450	236628616081969153	Incrivel q um dia q começou tão mal tenha acabado tão bem. 	['happy']	Sat Aug 18 01:00:33 +0000 2012	Fri Jul 15 11:12:59 +0000 2011	15	88	1263	Singapore	London	0	0	0	0	1	0	0	1
251135647_428532138195972096	MEOLopers	251135647	428532138195972096	Love a relaxing morning 	['happy']	Wed Jan 29 14:16:38 +0000 2014	Sat Feb 12 14:24:38 +0000 2011	9	69	106		Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
248503068_305321453342056449	tjdecerbo	248503068	305321453342056449	Thanks @DIRECTV - your tech was at my house early, fixed my problem quickly and all is well in my world once again! 	['happy']	Sat Feb 23 14:21:21 +0000 2013	Mon Feb 07 04:04:56 +0000 2011	118	162	1027	Orlando, FL		0	0	0	0	1	0	0	1
21930862_404546647796899840	leonng82	21930862	404546647796899840	im happy!  	['happy']	Sun Nov 24 09:46:51 +0000 2013	Wed Feb 25 22:42:30 +0000 2009	682	338	1342	Vancouver, BC	Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
24616500_440303534077378560	JAhlstrand	24616500	440303534077378560	Why do I love @Pharrell so much? 	['happy']	Mon Mar 03 01:51:57 +0000 2014	Mon Mar 16 00:28:31 +0000 2009	143	317	7963		Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
4879943261_806147172391669760	knbmakeshistori	4879943261	806147172391669760	love doing surveys and getting to try free stuff like lip-gloss before it's out 	['happy']	Tue Dec 06 14:43:58 +0000 2016	Sat Feb 06 03:23:06 +0000 2016	50	542	724		Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
99696904_274597394153349121	Danielle_Tolar	99696904	274597394153349121	Today is a good day. 	['happy']	Fri Nov 30 19:34:55 +0000 2012	Sun Dec 27 12:11:41 +0000 2009	171	289	2698	New Orleans	Mountain Time (US & Canada)	0	0	0	0	1	0	0	1
1002187256_294563405501714432	mfarr05	1002187256	294563405501714432	Just the best day :) 	['happy']	Thu Jan 24 21:52:43 +0000 2013	Mon Dec 10 18:13:25 +0000 2012	44	171	614			0	0	0	0	1	0	0	1
243243945_330791003759992833	erinhynes	243243945	330791003759992833	So happy to be back in Boston! Now for a nap, I think I tired myself out with all the exciting news from the past 24hrs 	['happy']	Sat May 04 21:08:15 +0000 2013	Wed Jan 26 16:37:41 +0000 2011	517	720	2755	iPhone: 42.365543,-71.022636	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
2237911411_467070423096512512	AnirudhKkda	2237911411	467070423096512512	@Pharrell HAPPY ALL DAY ALL NIGHT! LIKE A HOUSE WITHOUT A ROOF! Getting me by tough times! 	['happy']	Thu May 15 22:34:01 +0000 2014	Mon Dec 09 16:37:59 +0000 2013	153	439	1024			0	0	0	0	1	0	0	1
41462879_326727310017441792	petite_renard	41462879	326727310017441792	A damn good day for the Jonnes family. My dad got a job! 	['happy']	Tue Apr 23 16:00:35 +0000 2013	Wed May 20 22:07:35 +0000 2009	454	969	3375	New York, NY	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
41462879_177855154266181633	petite_renard	41462879	177855154266181633	It's beautiful outside and my apt is clean and GDF is making me so excited! 	['happy']	Thu Mar 08 20:35:47 +0000 2012	Wed May 20 22:07:35 +0000 2009	454	969	3375	New York, NY	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
41462879_156958934463283201	petite_renard	41462879	156958934463283201	Successful trip to the Guggenheim with @margiefort AND then taught my parents how to use Skype tonight! 	['happy']	Wed Jan 11 04:41:40 +0000 2012	Wed May 20 22:07:35 +0000 2009	454	969	3375	New York, NY	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
312757344_328329908004737025	Dihafe	312757344	328329908004737025	Hanging in the girls' bedroom...big pallet on the floor, snacks, and a movie. Life's good, isn't it @ShawnHaferkamp ? ;) 	['happy']	Sun Apr 28 02:08:44 +0000 2013	Tue Jun 07 16:31:00 +0000 2011	61	273	612	Missouri, USA		0	0	0	0	1	0	0	1
312757344_283771029459963905	Dihafe	312757344	283771029459963905	Popcorn and Dark Knight Rises with my sweetie. 	['happy']	Wed Dec 26 03:07:40 +0000 2012	Tue Jun 07 16:31:00 +0000 2011	61	273	612	Missouri, USA		0	0	0	0	1	0	0	1
236039371_444273106006593536	milesdemott	236039371	444273106006593536	Clap along if you feel that happiness is a truth. 	['happy']	Fri Mar 14 00:45:37 +0000 2014	Sun Jan 09 17:20:23 +0000 2011	143	248	399			0	0	0	0	1	0	0	1
504347431_361526289053646849	jonwalkerlpool	504347431	361526289053646849	Good news @LewisConHarper @AlexRowlandsx 	['happy']	Sun Jul 28 16:39:18 +0000 2013	Sun Feb 26 10:58:18 +0000 2012	296	516	1399	Liverpool	Amsterdam	0	0	0	0	1	0	0	1
1886044032_409011501844791297	AashishVarghese	1886044032	409011501844791297	@EASPORTSFIFA 	['Happy']	Fri Dec 06 17:28:35 +0000 2013	Fri Sep 20 10:20:11 +0000 2013	93	405	999	Toronto, Ontario		0	0	0	0	1	0	0	1
739859324_388777864549507072	sheilarag_	739859324	388777864549507072	searched for miley and a sweet picture of gaga showed up 	['happy']	Fri Oct 11 21:27:20 +0000 2013	Mon Aug 06 04:42:34 +0000 2012	381	648	4385	Cincy, OH / Bloomy, IN	Atlantic Time (Canada)	0	0	0	0	1	0	0	1
1061740716_536807845203697665	_xroland	1061740716	536807845203697665	new laptop! 	['happy']	Mon Nov 24 09:05:38 +0000 2014	Sat Jan 05 00:17:07 +0000 2013	131	265	3074	LA/OC		0	0	0	0	1	0	0	1
66053277_330755581386301441	LaDestro	66053277	330755581386301441	Finally it's Saturday  	['happy']	Sat May 04 18:47:30 +0000 2013	Sun Aug 16 04:38:47 +0000 2009	102	589	3626	New Canaan, Connecticut	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
2581283162_865714755402571776	StuporDave1	2581283162	865714755402571776	Y must @potus B so apocalyptic?  Fine 2 rise in am, feed/clothe kids, send 2 school, go 2 work, check social media/news, family time. 	['happy']	Fri May 19 23:44:16 +0000 2017	Sun Jun 22 00:52:15 +0000 2014	5	93	500			0	0	0	0	1	0	0	1
807281101316231169_807287057433432064	jpasper2	807281101316231169	807287057433432064	Being On Twitter Is The Best thng Ever! 	['happy']	Fri Dec 09 18:13:27 +0000 2016	Fri Dec 09 17:49:47 +0000 2016	0	2	2			0	0	0	0	1	0	0	1
190043383_375073486768590848	xcaptaincecilx	190043383	375073486768590848	Today was a VERY good day. 	['happy']	Wed Sep 04 01:51:02 +0000 2013	Sun Sep 12 22:59:33 +0000 2010	200	358	16752	Harrison OH		0	0	0	0	1	0	0	1
190043383_358110546794528769	xcaptaincecilx	190043383	358110546794528769	A late, but good ass night with some solid people. 	['happy']	Fri Jul 19 06:26:22 +0000 2013	Sun Sep 12 22:59:33 +0000 2010	200	358	16752	Harrison OH		0	0	0	0	1	0	0	1
190043383_339197246962802688	xcaptaincecilx	190043383	339197246962802688	Had a fantastic Memorial Day with my dad drinking and grilling out. 	['happy']	Tue May 28 01:51:40 +0000 2013	Sun Sep 12 22:59:33 +0000 2010	200	358	16752	Harrison OH		0	0	0	0	1	0	0	1
21055816_84099112508719104	isabelpatterson	21055816	84099112508719104	Front Page with my BFF @worthystyle and Michael Jacksons Billie Jean. I am 	['happy']	Fri Jun 24 03:22:45 +0000 2011	Tue Feb 17 02:21:37 +0000 2009	94	409	2831		Central Time (US & Canada)	0	0	0	0	1	0	0	1
353397557_771566582648582144	303SLAMbrosia	353397557	771566582648582144	Can't stop thinking about @atmosphere tomorrow at @RedRocksCO I'm gonna  I'll be so 	['happy']	Fri Sep 02 04:33:02 +0000 2016	Fri Aug 12 00:49:29 +0000 2011	242	495	7482	Denver, CO	Mountain Time (US & Canada)	0	0	0	0	1	0	0	1
353397557_511735693110824960	303SLAMbrosia	353397557	511735693110824960	This whole it's about me now thing in my life has been working out great! 	['happy']	Tue Sep 16 04:37:51 +0000 2014	Fri Aug 12 00:49:29 +0000 2011	242	495	7482	Denver, CO	Mountain Time (US & Canada)	0	0	0	0	1	0	0	1
66187471_172868297346396160	AngelScherrelle	66187471	172868297346396160	RT @ReneeJael: With my family :). 	['happy']	Fri Feb 24 02:19:48 +0000 2012	Sun Aug 16 20:35:00 +0000 2009	236	208	4855	ÜT: 33.694931,-84.081745	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
279469225_880803764118204417	TraitorRyan	279469225	880803764118204417	There's a fairly large group of folks flying from Japan to come see us on the UK Tour. I think that's the coolest thing ever ❤️ 	['happy']	Fri Jun 30 15:02:36 +0000 2017	Sat Apr 09 09:53:27 +0000 2011	11676	1555	16260	TEXAS 	Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
28370591_553236090262650881	ste_rex	28370591	553236090262650881	sometimes shit happens you didn't plan for & it sets you back. but sometimes things fall back into place, and put you back on track. 	['happy']	Thu Jan 08 17:05:37 +0000 2015	Thu Apr 02 16:41:46 +0000 2009	108	128	2169	423, Tennessee	Quito	0	0	0	0	1	0	0	1
28370591_39002060590551041	ste_rex	28370591	39002060590551041	got german leftovers in the fridge, sun is shining, get to take the dog to the vet & then petsmart to shop for snake's new house. 	['happy']	Sat Feb 19 16:43:10 +0000 2011	Thu Apr 02 16:41:46 +0000 2009	108	128	2169	423, Tennessee	Quito	0	0	0	0	1	0	0	1
75257300_433800766529105921	Do_ThereIsNoTry	75257300	433800766529105921	Found original @ColgateSmile toothpaste. No promise of instant fame or fortune, just clean teeth and the bliss of being 7 again! 	['happy']	Thu Feb 13 03:12:17 +0000 2014	Fri Sep 18 11:28:58 +0000 2009	638	891	4077	Washington DC	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
32656839_596787833748197377	MeganljThomas	32656839	596787833748197377	Thank you @BoConceptTampa My new bed is beautiful and the extra storage will change my life 	['happy']	Fri May 08 21:24:42 +0000 2015	Fri Apr 17 23:25:37 +0000 2009	161	193	454	Tampa, FL, USA		0	0	0	0	1	0	0	1
725219876_392043229396611072	LmKszos	725219876	392043229396611072	Buffalo wins and I'm drinking hot cider 	['happy']	Sun Oct 20 21:42:44 +0000 2013	Mon Jul 30 03:51:29 +0000 2012	295	601	3392	New York, NY	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
723010453_294971796652961792	lewcass21	723010453	294971796652961792	So exited to go to simplot with my best friend @cassie_jean22 	['happy']	Sat Jan 26 00:55:31 +0000 2013	Sat Jul 28 23:37:06 +0000 2012	89	108	1746		Mountain Time (US & Canada)	0	0	0	0	1	0	0	1
235343418_187929624183963648	mayram813	235343418	187929624183963648	My @iTunesMusic playlist is so awesome it puts me in a fucking good mood! 	['happy']	Thu Apr 05 15:48:08 +0000 2012	Fri Jan 07 23:32:24 +0000 2011	113	717	1950			0	0	0	0	1	0	0	1
145908316_450784783740571648	sj_mcfadden	145908316	450784783740571648	@carpe_dinosaur You won't regret it! 	['happy']	Tue Apr 01 00:00:42 +0000 2014	Thu May 20 04:47:38 +0000 2010	217	1	1971	Minnesota, USA	Central Time (US & Canada)	0	0	0	0	1	0	0	1
16863566_11044130755	becca_bremer	16863566	11044130755	Finally got my car back!!!! 	['happy']	Thu Mar 25 17:16:28 +0000 2010	Mon Oct 20 07:02:56 +0000 2008	948	566	2906		Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
2394615043_454604994822414336	CuriousCat93	2394615043	454604994822414336	The signs of spring at Creighton: fertilising the dead grass, bicycle public safety, and plant free gardens waiting to get plants. 	['happy']	Fri Apr 11 13:00:51 +0000 2014	Mon Mar 17 15:22:52 +0000 2014	30	128	503		Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
23155760_168068612333117440	livingwellmag	23155760	168068612333117440	Join us on facebook for some real happiness! lwmlivingwellmagazine 	['happy']	Fri Feb 10 20:27:34 +0000 2012	Sat Mar 07 02:52:08 +0000 2009	1457	1722	3028	Phone: 302-355-0929	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
